ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,PaymentHistory,SavingsAccountBalance,MonthlyIncome,NetWorth,InterestRate,LoanApproved,RiskScore
26-10-2019,33,51765,556,Employed,,10629,48,Married,Rent,404,0.195530027,Auto,32,5608,4313.75,199460,0.25844765,0,45
27-10-2019,31,33605,558,Employed,High School,26551,36,Married,Rent,410,0.298429355,Home,27,1682,2800.416667,448172,0.206344684,0,47
28-10-2019,41,,518,Employed,Associate,39269,,Single,Mortgage,253,0.476067242,Auto,24,5985,7642.166667,110497,0.249960958,0,58
29-10-2019,36,128392,649,Employed,Master,27330,48,Widowed,Rent,313,0.478693573,Auto,29,7038,10699.33333,180521,0.237396,1,39.2
30-10-2019,58,,608,Employed,Bachelor,11483,,Divorced,Other,361,0.440933167,Home,25,4270,9086.833333,12551,0.232914815,1,43.2
31-10-2019,18,73648,460,Employed,Bachelor,35106,120,Married,Mortgage,660,0.31826735,Home,31,600,6137.333333,102872,0.392441229,0,50
01-11-2019,53,,552,Employed,Master,10463,,Widowed,Other,597,0.13883518,Education,23,1789,3539.833333,5996,0.221873324,0,53
201-911-02,54,25911,571,Emplyoed,Asscoiate,10751,60,Single,Rent,544,0.308585947,Home,18,4872,2159.25,5576,0.244892143,0,56
03-11-2019,18,27112,432,Employed,Master,32743,72,Divorced,Mortgage,821,0.345401996,Home,16,14969,2259.333333,40446,0.378835977,0,57
04-11-2019,35,54015,612,Employed,High School,13313,60,Single,Mortgage,298,0.245499484,Auto,25,13453,4501.25,77419,0.202899402,0,48
05-11-2019,35,32033,585,Employed,Bachelor,24194,12,Divorced,Mortgage,302,0.359984157,Debt Consolidation,23,3257,2669.416667,47295,0.225888348,0,56
06-11-2019,23,52574,521,Employed,High School,8404,60,Widowed,Own,445,0.327206977,Home,23,2647,4381.166667,2994,0.274728608,0,56
07-11-2019,30,47517,,Employed,High School,23102,60,Married,Rent,288,0.167915579,Home,25,1067,3959.75,107365,0.288116721,0,48
08-11-2019,26,15000,580,Employed,High School,10046,72,Married,Mortgage,1281,0.358420708,Home,28,2588,1250,17817,0.230965895,0,55
09-11-2019,61,113474,584,Employed,,14794,48,Single,Rent,216,0.314797894,Debt Consolidation,19,2338,9456.166667,69771,0.23700414,0,63
10-11-2019,51,49531,658,Self-Employed,Master,29662,84,Widowed,Rent,320,0.425666632,Education,33,2483,4127.583333,30392,0.225302738,0,58
11-11-2019,55,95184,567,,Bachelor,26760,12,Married,Other,330,0.077618345,Other,21,1435,7932,185180,0.188638145,1,46.4
12-11-2019,48,30046,605,Employed,High School,13814,60,Married,Own,134,0.521968331,Auto,19,3072,2503.833333,6190,0.227044798,0,55
13-11-2019,26,28744,544,Employed,Doctorate,12170,84,Single,Rent,530,0.33532474,Home,17,7807,2395.333333,41444,0.24999754,0,60
14-11-2019,33,20725,495,Employed,High School,18023,120,Widowed,Rent,968,0.173394375,Debt Consolidation,28,2067,1727.083333,10017,0.358096947,0,53
15-11-2019,45,25324,553,Employed,Doctorate,14075,60,Widowed,Mortgage,596,0.138241945,Home,22,1118,2110.333333,144791,0.232067225,0,54
16-11-2019,25,,564,Unemployed,Master,33692,,Divorced,Mortgage,659,0.507922699,Other,23,2865,1752.583333,1386,0.24894973,0,66
17-11-2019,48,74876,615,Employed,Bachelor,26826,12,Divorced,Rent,385,0.268682345,Other,23,9915,6239.666667,8630,0.186741475,0,48
18-11-2019,37,25003,613,Employed,High School,17505,36,Single,Mortgage,905,0.155350856,Home,18,1203,2083.583333,16306,0.222776152,0,49
19-11-2019,35,67123,570,Employed,Bachelor,25746,48,Single,Rent,440,0.24868244,Debt Consolidation,23,2825,5593.583333,21121,0.233421968,0,51
20-11-2019,48,62946,603,Employed,Master,16992,60,Married,Other,604,0.35036805,Home,22,5850,5245.5,9088,0.212950098,0,50
21-11-2019,45,73372,615,Employed,Associate,40928,36,Married,Other,434,0.387337707,Other,31,1249,6114.333333,1878,0.189416978,0,50
22-11-2019,35,19084,455,Unemployed,High School,20050,60,Married,Mortgage,414,0.360336528,Auto,19,1005,1590.333333,4507,0.245611578,0,59
23-11-2019,53,,678,Employed,Master,11847,,Single,Mortgage,359,0.527824543,Education,22,814,10478.5,36435,0.17632977,1,41.6
24-11-2019,27,28965,562,Employed,Bachelor,13218,36,Single,Rent,223,0.297295293,Auto,34,739,2413.75,183511,0.243891266,0,54
25-11-2019,47,15000,609,Employed,High School,8882,48,Married,Rent,307,0.236382587,Debt Consolidation,30,1060,1250,230759,0.221946094,0,53
26-11-2019,47,82837,528,Employed,Master,14624,72,Single,Own,358,0.244285653,Education,22,10880,6903.083333,22073,0.263994359,1,40.8
27-11-2019,36,35542,614,,Master,14225,120,Single,Mortgage,760,0.230790219,Education,25,4678,2961.833333,51265,0.269159842,0,47
28-11-2019,43,127305,607,Self-Employed,Associate,12205,36,Single,Rent,159,0.259332092,Other,29,498,10608.75,9433,0.212792819,1,40.8
29-11-2019,24,41674,545,Self-Employed,,18773,48,Married,Other,115,0.496725844,Education,25,2053,3472.833333,1129,0.258043423,0,70
30-11-2019,51,48370,598,Employed,Bachelor,18301,12,Married,Rent,369,0.195907228,Home,20,1463,4030.833333,53793,0.173251336,0,49
01-12-2019,37,51737,499,Employed,Associate,34832,60,Single,Other,723,0.351913929,Auto,27,3947,4311.416667,46370,0.288451048,0,54
02-12-2019,33,28795,544,Unemployed,High School,9774,12,Divorced,Mortgage,504,0.432269261,Education,19,1882,2399.583333,71206,0.212890753,0,59
03-12-2019,52,203812,692,EMPLOYED,,26006,72,Married,Mortgage,267,0.131973961,Home,18,3876,16984.33333,326750,0.181935834,1,28.8
04-12-2019,31,43385,518,Employed,Doctorate,25064,48,Divorced,Mortgage,244,0.391490879,Auto,30,1128,3615.416667,155506,0.260043824,0,51
05-12-2019,23,51536,468,Employed,Associate,51461,36,Single,Other,346,0.253609341,Education,31,2526,4294.666667,1705,0.275631712,0,52
06-12-2019,21,24309,571,Employed,Bachelor,19833,60,Divorced,Mortgage,146,0.236488002,Home,26,1570,2025.75,5464,0.283648333,0,53
2019-21-07,47,49015,586,Self-Employde,High School,14181,36,Single,Other,448,0.371161543,Home,30,6434,4084.583333,27378,0.194329912,0,58
08-12-2019,24,19472,568,Employed,,41426,60,Single,Rent,711,0.453868011,Auto,24,4113,1622.666667,11005,0.242253041,0,67
09-12-2019,61,55285,572,Employed,High School,18458,48,Married,Rent,324,0.661684112,Education,24,4639,4607.083333,4622,0.232221703,0,59
10-12-2019,18,35163,508,Self-Employed,High School,22210,24,Single,Own,190,0.481866675,Home,26,3303,2930.25,46873,0.256977941,0,66
11-12-2019,60,88183,594,Employed,Bachelor,26181,60,Divorced,Rent,433,0.240427461,Home,17,7167,7348.583333,20676,0.258055843,0,51
12-12-2019,42,74368,569,SELF-EMPLOYED,Master,10428,60,Married,Rent,176,0.398933321,Education,28,2153,6197.333333,4336,0.220506241,1,44.8
13-12-2019,38,46023,513,Unemployed,,11123,96,Single,Own,438,0.767775329,Other,20,2699,3835.25,53465,0.271982526,0,65
14-12-2019,33,157892,590,Self-Employed,Bachelor,11082,60,Divorced,Own,431,0.119995914,Home,27,5470,13157.66667,8928,0.244247103,1,43.2
15-12-2019,44,55320,650,Employed,High School,35561,72,Married,Own,485,0.158259187,Home,18,1118,4610,1841,0.221245756,0,43
16-12-2019,39,53023,471,Unemployed,Bachelor,34505,48,Single,Own,595,0.68470479,Auto,20,1328,4418.583333,36003,0.285205148,0,61
17-12-2019,53,44932,525,Employed,Associate,28847,120,Single,Mortgage,622,0.115002283,Auto,23,908,3744.333333,107829,0.340461869,0,53
18-12-2019,41,37463,492,Employed,High School,21212,36,Married,Rent,308,0.305202422,Auto,34,3281,3121.916667,214616,0.2081696,0,52
19-12-2019,41,30683,561,Employed,High School,35386,60,Married,Mortgage,944,0.781882138,Auto,30,4890,2556.916667,30333,0.25284835,0,59
20-12-2109,35,,564,Self-Emlpoyed,HighS chool,27734,,Married,Rent,954,0.337623778,Home,24,1189,2614.333333,580801,0.222421861,0,55
21-12-2019,39,85830,,Employed,Associate,19542,72,Married,Mortgage,445,0.190400485,Other,17,2484,7152.5,1193,0.2778504,0,46
22-12-2019,43,51578,620,Employed,High School,15303,72,Married,Mortgage,727,0.27839108,Home,28,2049,4298.166667,118633,0.216215635,0,47
0219-12-23,19,86738,580,Uenmployed,Msater,18835,36,Married,Own,279,0.492950736,Auto,18,2471,7228.166667,25910,0.236041943,0,58
24-12-2019,23,15706,570,Unemployed,Master,29279,60,Married,Rent,556,0.140932168,Education,40,4199,1308.833333,72217,0.296917794,0,56
25-12-2019,48,113100,625,Employed,High School,23728,24,Married,Own,286,0.159673935,Home,19,22328,9425,130015,0.177724622,1,32.8
26-12-2019,42,171451,586,EMPLOYED,Associate,20759,36,Widowed,Mortgage,823,0.605183531,Education,28,3818,7206.166667,7109,0.220853019,0,59
27-12-2019,37,46599,623,Employed,Bachelor,9828,96,Married,Mortgage,407,0.133793638,Education,30,991,3883.25,7482,0.2799936,0,54
28-12-2019,40,52700,616,Employed,Doctorate,20163,60,Married,Own,344,0.086998706,Debt Consolidation,21,3509,4391.666667,20523,0.21846167,0,47
29-12-2019,44,59304,553,Employed,High School,20991,24,Married,Mortgage,613,0.407403883,Debt Consolidation,24,958,4942,50796,0.24751792,0,55
30-12-2019,33,,582,Employed,Bachelor,18286,,Divorced,Mortgage,323,0.221974568,Auto,15,3902,2227.083333,230883,0.237105876,0,56
31-12-2019,30,48513,497,Employed,Associate,9261,84,Married,Mortgage,410,0.481495186,Home,22,680,4042.75,6492,0.273787375,0,60
01-01-2020,42,55274,505,Employed,Bachelor,32500,36,Divorced,Rent,257,0.578378952,Debt Consolidation,30,10170,4606.166667,544839,0.26254595,1,39.2
02-01-2020,28,15000,580,Self-Employed,High School,13923,24,Married,Rent,358,0.215441702,Education,22,1288,1250,53533,0.201413405,0,66
03-01-2020,44,55446,590,Employed,High School,13197,48,Married,Rent,489,0.120535012,Education,23,1587,4620.5,165525,0.224174042,0,46
04-01-2020,19,15516,498,Employed,High School,13470,108,Married,Mortgage,543,0.394539164,Other,18,605,1293,19082,0.371364,0,61
05-01-2020,52,94316,598,Employed,High School,,36,Married,Rent,543,0.286781727,Education,33,4392,7859.666667,7904,0.193526726,1,40
06-01-2020,45,113131,611,Employed,High School,18531,24,Married,Rent,283,0.326022516,Other,30,9675,9427.583333,93005,0.180106198,1,38.4
07-01-2020,43,117783,,Employed,Bachelor,12573,60,Divorced,Mortgage,322,0.272204045,Home,34,534,9815.25,32623,0.257272676,1,43.2
08-01-2020,51,45528,638,Employed,Bachelor,17096,60,Divorced,Own,363,0.192511367,Other,16,2334,3794,38641,0.221273638,0,47
09-01-2020,59,55537,663,Unemployed,Bachelor,,24,Single,Rent,730,0.388480012,Auto,17,7358,4628.083333,19880,0.157353618,0,52
10-01-2020,52,15000,607,Employed,High School,35718,48,Single,Mortgage,322,0.048612187,Education,31,6560,1250,423041,0.225266316,0,42
11-01-2020,18,50277,547,Employed,High School,25015,24,Married,Own,399,0.186453872,Other,26,2385,4189.75,178956,0.217242284,0,46
12-01-2020,24,19419,582,Employed,Master,21061,60,Divorced,Rent,406,0.176515169,Other,20,2226,1618.25,1868,0.246943237,0,53
13-01-2020,32,16454,552,Employed,High School,,60,Married,Mortgage,615,0.150654065,Debt Consolidation,18,2311,1371.166667,489474,0.205541804,0,46
14-01-2020,40,50892,541,Self-Employed,Master,31932,36,Married,Mortgage,463,0.17067303,Education,23,3269,4241,5371,0.272171295,0,59
15-01-2020,46,30021,640,Employed,,11193,72,Married,Own,362,0.195216347,Education,27,2595,2501.75,19209,0.185311568,0,50
16-01-2020,31,22613,429,EMPLOYED,High School,20767,84,Single,Rent,420,0.179825564,Education,28,7391,1884.416667,1711,0.32144139,0,51
17-01-2020,42,58939,605,Employed,Master,27757,60,Single,Own,395,0.739994414,Home,27,3315,4911.583333,2195,0.24664365,0,54
18-01-2020,30,81960,634,Self-Employed,Bachelor,158686,96,Divorced,Own,1269,0.439739734,Home,29,3698,6830,8738,0.333554106,0,56
19-01-2020,32,76308,624,EMPLOYED,Bachelor,17598,48,Married,Own,264,0.20221532,Home,26,3533,6359,256001,0.196388494,1,33.6
20-01-2020,23,56727,592,Employed,Master,10309,24,Widowed,Mortgage,339,0.383560494,Auto,23,1270,4727.25,35196,0.163734363,1,43.2
21-01-2020,28,73344,549,Employed,,36647,48,Married,Rent,894,0.197436508,Auto,19,2473,6112,177794,0.278369677,0,45
22-01-2020,23,50306,570,Employed,Bachelor,31777,96,Married,Rent,796,0.216560787,Home,27,2023,4192.166667,7617,0.33257119,0,51
23-01-2020,28,35170,593,Employed,Bachelor,28062,48,Divorced,Mortgage,352,0.403909887,Debt Consolidation,31,762,2930.833333,64565,0.254415166,0,55
24-01-2020,52,37319,606,Employed,Bachelor,41229,48,Single,Own,284,0.328779858,Debt Consolidation,32,3407,3109.916667,57895,0.245077046,0,52
25-01-2020,28,56890,,Employed,Bachelor,39044,60,Married,Mortgage,242,0.206824837,Education,27,1537,4740.833333,2944,0.23851156,0,55
26-01-2020,71,27977,613,Employed,High School,6024,60,Married,Own,210,0.244814208,Auto,24,12015,2331.416667,5690,0.188833337,0,50
27-01-2020,45,51939,601,Employed,High School,8956,60,Divorced,Mortgage,335,0.093253983,Debt Consolidation,22,10193,4328.25,26628,0.200277429,0,49
28-01-2020,42,37251,502,Employed,Master,30021,84,Single,Rent,684,0.185972384,Auto,27,815,3104.25,9376,0.344328821,0,52
29-01-2020,29,25606,456,Employed,High School,18322,60,Divorced,Rent,260,0.293294194,Home,28,351,2133.833333,115022,0.323554987,0,50
30-01-2020,48,29047,557,Employed,Associate,27694,36,Married,Other,321,0.097355861,Auto,18,2016,2420.583333,180270,0.27515451,0,60
31-01-2020,33,77016,562,Employed,Associate,21197,72,Widowed,Other,457,0.204301583,Other,23,2439,6418,142999,0.221616396,0,54
01-02-2020,41,27639,573,EMPLOYED,High School,40102,48,Single,Mortgage,660,0.489337436,Other,20,9478,2303.25,8939,0.223051811,0,57
02-02-2020,70,49095,618,Employed,,,48,Married,Own,387,0.179036064,Other,20,2226,4091.25,2353,0.23530804,0,50
03-02-2020,38,30741,516,Employed,High School,13478,96,Married,Mortgage,420,0.211155249,Home,19,15372,2561.75,189093,0.273306359,0,49
04-02-2020,53,194756,483,Employed,Associate,15258,72,Married,Mortgage,383,0.059565337,Home,16,16331,8131.166667,10982,0.271458855,1,38.4
05-02-2020,31,116429,560,Employed,Master,28533,36,Married,Mortgage,498,0.330723337,Home,17,8144,9702.416667,8095,0.273676385,0,58
06-02-2020,39,79670,558,Employed,Bachelor,15451,60,Married,Mortgage,964,0.461375574,Auto,24,1861,6639.166667,21382,0.285680856,0,57
07-02-2020,61,54232,633,Employed,Bachelor,11331,120,Single,Mortgage,190,0.193759481,Other,20,6108,4519.333333,8745,0.24578627,0,48
08-02-2020,32,54696,524,Employed,Associate,28156,72,Married,Rent,667,0.300347927,Education,20,682,4558,8584,0.244058364,0,54
09-02-2020,61,42007,666,Employed,Master,23732,60,Married,Rent,571,0.061887898,Education,28,1868,3500.583333,58317,0.190541246,0,46
10-02-2020,48,59809,,Employed,Bachelor,36871,84,Married,Own,730,0.194599333,Home,27,2331,4984.083333,120737,0.265232027,0,46
11-02-2020,33,15000,504,Employed,High School,13950,36,Single,Other,713,0.181788211,Home,18,4972,1250,341073,0.254158566,0,45
12-02-2020,47,45958,500,Employed,Associate,25771,24,Married,Mortgage,554,0.148211124,Auto,24,15317,3829.833333,2452,0.247039701,0,51
13-02-2020,51,64980,581,EMPLOYED,Master,15346,36,Single,Own,801,0.254593227,Auto,14,4926,5415,19686,0.200095934,1,47.2
14-02-2020,47,71889,625,Self-Employed,,,12,Married,Mortgage,1329,0.430962075,Home,22,2535,5990.75,7490,0.156543184,0,57
15-02-2020,21,45106,455,Employed,Master,30684,96,Married,Rent,339,0.505871845,Home,24,740,3758.833333,23457,0.290231817,0,58
16-02-2020,31,68799,580,Employed,High School,,24,Married,Mortgage,329,0.31568873,Auto,20,6440,5733.25,157007,0.178939618,0,62
17-02-2020,37,42069,635,Employed,Doctorate,20705,48,Widowed,Rent,455,0.284974971,Auto,21,2097,3505.75,7247,0.21240017,0,52
18-02-2020,39,64729,541,Employed,High School,10316,48,Married,Other,270,0.348730983,Home,19,1766,5394.083333,1977,0.207387293,0,60
19-02-2020,47,,571,Employed,High School,19531,,Divorced,Rent,553,0.294435552,Home,32,9122,4315.333333,16770,0.25352666,0,51
20-02-2020,42,105722,541,Employed,Associate,19896,48,Single,Other,240,0.141729039,Debt Consolidation,20,16320,8810.166667,9760,0.244922005,1,39.2
21-02-2020,23,72549,531,Self-Employed,High School,12297,36,Married,Own,533,0.352140975,Debt Consolidation,21,1345,6045.75,8233,0.262597895,0,79
22-02-2020,44,24268,537,Employed,Bachelor,7259,60,Single,Mortgage,971,0.259301096,Home,26,3351,2022.333333,91835,0.210873532,0,51
23-02-2020,47,,645,Employed,Master,11406,,Married,Own,188,0.565902034,Home,29,1223,6320.666667,164553,0.204637834,1,40
24-02-2020,46,29905,606,Employed,Master,,48,Married,Mortgage,307,0.307445341,Home,26,1496,2492.083333,132289,0.208793244,0,49
25-02-2020,52,113542,640,,Bachelor,13850,120,Divorced,Own,267,0.258287222,Home,29,1043,9461.833333,12209,0.27254762,1,37.6
26-02-2020,50,33001,603,Employed,Bachelor,15780,36,Married,Mortgage,173,0.385625796,Home,24,2189,2750.083333,78564,0.183910692,0,53
20200-2-27,45,48423,566,Emlpoyed,oDctorate,30357,96,Married,Rent,523,0.48514482,Auto,22,628,4035.25,57616,0.332104447,0,56
28-02-2020,39,56601,484,Employed,Bachelor,10793,36,Married,Own,195,0.327050722,Debt Consolidation,23,3583,4716.75,70774,0.239913443,1,50.4
29-02-2020,20,64133,555,Self-Employed,Master,30437,60,Single,Own,397,0.114994601,Debt Consolidation,25,4167,5344.416667,100657,0.240488685,0,50
01-03-2020,45,63143,491,Employed,Master,23351,48,Married,Mortgage,1099,0.2627266,Home,21,9378,5261.916667,57900,0.272635133,0,51
02-03-2020,42,72691,600,Employed,High School,18465,36,Married,Mortgage,329,0.097111049,Home,26,5317,6057.583333,1268,0.189750372,0,64
03-03-2020,43,48897,576,Employed,High School,22685,60,Single,Mortgage,731,0.256752553,Auto,30,2640,4074.75,18001,0.204351007,0,58
04-03-2020,24,45421,492,Employed,Associate,68603,60,Divorced,Mortgage,142,0.319270468,Education,32,8969,3785.083333,9718,0.305659776,0,59
05-03-2020,27,19179,572,Employed,Master,21655,12,Divorced,Own,449,0.429848002,Education,28,4999,1598.25,2619,0.20658011,0,57
06-03-2020,52,127045,648,Employed,Master,29195,48,Married,Rent,189,0.027029341,Education,28,4518,10587.08333,8651,0.205788295,1,35.2
07-03-2020,39,43332,581,Employed,Bachelor,51171,120,Married,Other,300,0.743516417,Auto,21,4552,3611,5661,0.270720838,0,58
08-03-2020,48,37298,586,Employed,High School,26536,24,Married,Rent,200,0.523669112,Home,24,672,3108.166667,1029,0.183920062,0,60
2020-03-90,40,144902,602,Unmeployed,High cShool,,48,Married,Mortgage,576,0.408525397,Debt Consolidation,20,1541,12075.16667,93047,0.232365557,1,40.8
10-03-2020,40,15000,648,,Doctorate,13830,24,Married,Mortgage,660,0.36818526,Home,31,2615,1250,7770,0.170681427,0,61
11-03-2020,51,43453,548,,Associate,56245,48,Married,Other,582,0.178633162,Home,20,10243,3621.083333,4671,0.221796,0,60
12-03-2020,33,,,Employed,Bachelor,16285,,Single,Own,587,0.15286887,Debt Consolidation,24,672,1250,237077,0.187973631,0,51
13-03-2020,41,71226,611,Employed,Master,50357,84,Divorced,Rent,565,0.042004609,Education,32,427,5935.5,4452,0.243914567,0,46
2020-031-4,34,33129,605,Epmloyed,Masetr,13656,12,Married,Own,348,0.276945342,Debt Consolidation,27,32179,2760.75,66649,0.162148333,0,48
15-03-2020,34,15000,572,Employed,Bachelor,13696,36,Single,Mortgage,181,0.273595628,Auto,28,2624,1250,150470,0.244955473,0,53
16-03-2020,36,94880,580,Employed,Associate,16964,36,Single,Rent,486,0.643869364,Education,34,1499,7906.666667,84515,0.208898307,1,43.2
17-03-2020,42,20396,618,Employed,Bachelor,16268,48,Married,Mortgage,331,0.439576965,Education,24,7792,1699.666667,2468,0.18613118,0,62
18-03-2200,34,80283,584,Empolyed,Assocaite,6085,72,Married,Own,343,0.5272319,Debt Consolidation,19,2478,6690.25,7194,0.226940436,1,45.6
19-03-2020,55,,597,Employed,Bachelor,39608,,Married,Own,800,0.396273357,Debt Consolidation,20,481,2428.166667,82509,0.272144793,0,54
20-03-2020,29,27005,507,Employed,High School,27166,108,Single,Rent,775,0.490136451,Debt Consolidation,25,1539,2250.416667,120893,0.337966023,0,53
21-03-2020,37,15207,594,Employed,Master,32985,96,Single,Own,821,0.258430146,Home,27,5411,1267.25,61461,0.216788,0,52
22-03-2020,34,72895,558,Employed,Doctorate,23192,48,Married,Own,481,0.092773836,Auto,21,5026,6074.583333,48052,0.235889119,1,40.8
